"","parid","rho","tau","beta1","beta2","beta3","beta4","beta5","beta6","nu","gamma","sigma","theta0","alpha","mu","delta","sig_sq","S_0","E_0","I_0","A_0","R_0","pop_0"
"93",93,0.498560969572912,208.459267078294,5.59478020743947,3.48861652974924,4.81740550625507,2.54723753395553,6.20642141360817,0.647216157303232,0.998259246731043,3.5,5,0,0.0023972602739726,0.000428714880478465,0.000143317036045643,0.61,0.998945665283462,0.00031963083093003,0.000734703885607897,0,0,10911819
"94",94,0.561594943791696,758.54642192828,4.50749048026248,2.96061829850916,4.0323071243132,2.85711655224635,4.03411988892234,1.87534650230371,0.960697777861922,3.5,5,0,0.0023972602739726,0.000428714880478465,0.000143317036045643,0.63,0.997394556441745,0.001250204208343,0.00135523934991169,0,0,10911819
"95",95,0.752862575026568,385.551448039742,8.16686854449813,3.91414368660607,6.09582881268236,3.39634116668606,3.67693729926647,4.15353326396801,0.972323433931693,3.5,5,0,0.0023972602739726,0.000428714880478465,0.000143317036045643,0.63,0.997681821295601,4.57300739497858e-05,0.00227244863044881,0,0,10911819
"96",96,0.298635974799248,922.395893179603,4.74242941904774,4.38334404692358,4.40127613814669,3.44610959972788,6.78114622992755,3.41047236243718,0.964419415083094,3.5,5,0,0.0023972602739726,0.000428714880478465,0.000143317036045643,0.63,0.997770579804951,0.000781033956398895,0.00144838623864995,0,0,10911819
"97",97,0.650007001449404,295.918792551957,7.04472301595406,3.64199589634378,3.68087510700303,4.19826063081362,4.02992536497198,0.627104133435575,0.962376402306228,3.5,5,0,0.0023972602739726,0.000428714880478465,0.000143317036045643,0.65,0.997970557567063,0.0013082925236334,0.000721149909303605,0,0,10911819
"98",98,0.972487032084433,880.104617609374,5.26271201212555,2.38653360909014,3.87051432441523,4.95985609496224,6.0339711796813,0.9328633024353,0.985812950462933,3.5,5,0,0.0023972602739726,0.000428714880478465,0.000143317036045643,0.65,0.99923483479941,0.000476836770626732,0.000288328429963146,0,0,10911819
"99",99,0.279936474591195,650.918360584972,8.15916953253412,4.10550648447883,6.52752193509022,4.49667517865771,3.52842333061493,3.62527167720612,0.957375585836403,3.5,5,0,0.0023972602739726,0.000428714880478465,0.000143317036045643,0.65,0.997985109731139,0.000191476618379838,0.00182341365048075,0,0,10911819
"100",100,0.537170202310359,496.689331723285,8.20884634084543,3.40669994076224,3.23943747358686,3.07988061701985,3.4692934333397,3.43551098608269,0.970529622065303,3.5,5,0,0.0023972602739726,0.000428714880478465,0.000143317036045643,0.67,0.996265700616519,0.00148991306342389,0.00224438632005733,0,0,10911819
"101",101,0.862352901016017,350.271831723021,6.96303896842468,3.69747428434799,6.61181953770482,3.85035598580119,3.79376825290754,1.88183854843892,0.964320994337964,3.5,5,0,0.0023972602739726,0.000428714880478465,0.000143317036045643,0.67,0.997747565701618,0.000301045116186208,0.00195138918219622,0,0,10911819
"102",102,0.232435177635769,714.057283754337,5.41344884076297,3.63087906661046,6.5870359768569,2.56464330106815,5.61525710081356,2.74902656700164,0.966978757335163,3.5,5,0,0.0023972602739726,0.000428714880478465,0.000143317036045643,0.67,0.997223738385073,0.000826539656565955,0.00194972195836152,0,0,10911819
"103",103,0.182558464744511,300.854179221336,4.1956537527597,4.60781598069116,4.89763194343304,1.53146281910018,6.07669576703378,1.29680273677857,0.956242044713153,3.5,5,0,0.0023972602739726,0.000428714880478465,0.000143317036045643,0.69,0.9963586550005,0.00161278651691522,0.00202855848258484,0,0,10911819
"104",104,0.508092320643844,888.159945418673,7.22200455975882,1.61209307664061,5.44594762080694,3.4865707488485,4.45401210148538,2.53570006737905,0.999211199179238,3.5,5,0,0.0023972602739726,0.000428714880478465,0.000143317036045643,0.69,0.997514905217319,0.000809501974091754,0.00167559280858933,0,0,10911819
"105",105,0.354178992284845,646.096027311216,7.85135986849685,3.32718386905217,3.49333236051115,3.20505236614837,6.60106506617391,1.88254160992278,0.980752388347168,3.5,5,0,0.0023972602739726,0.000428714880478465,0.000143317036045643,0.69,0.997820464922219,5.56147282091233e-05,0.00212392034957143,0,0,10911819
"106",106,0.77702337079822,654.554538700189,6.62648991793127,2.71825465378081,3.81269777458593,3.75950549544905,7.31756590509453,0.554678586903918,0.983476930102398,3.5,5,0,0.0023972602739726,0.000428714880478465,0.000143317036045643,0.71,0.99756241900401,0.000887495271726109,0.00155008572426406,0,0,10911819
"107",107,0.634333873446216,768.869313419591,4.5966582490241,2.11484605892192,3.26768836954049,4.66907331402731,6.71145738201044,2.33374732657409,0.998007573108409,3.5,5,0,0.0023972602739726,0.000428714880478465,0.000143317036045643,0.71,0.996606929559378,0.00135351010475813,0.00203956033586407,0,0,10911819
"108",108,0.848192004110957,471.629066204239,4.44816489583694,2.79381808951014,3.38272918727265,2.05890901890643,4.02684451590643,0.964852236851039,0.9934282668527,3.5,5,0,0.0023972602739726,0.000428714880478465,0.000143317036045643,0.71,0.997048175593604,0.00161815801379012,0.00133366639260542,0,0,10911819
"109",109,0.164770904577921,774.610371718484,5.43884052457009,2.28128913692219,4.42056125067104,2.26791278324742,6.60733814732723,3.44241626729736,0.963951090793017,3.5,5,0,0.0023972602739726,0.000428714880478465,0.000143317036045643,0.73,0.99608286344082,0.00179664577639097,0.00212049078278916,0,0,10911819
"110",110,0.186984995616525,135.63079440328,7.2400544812231,2.91375327672051,4.88213869025834,4.40076867198675,7.1881189264497,0.867146489076017,0.99481960246044,3.5,5,0,0.0023972602739726,0.000428714880478465,0.000143317036045643,0.73,0.999422034110143,0.000452426810881397,0.000125539078975836,0,0,10911819
"111",111,0.881234175122859,578.381149592165,4.53067541651788,2.68133582076566,2.94944614611084,4.77968246100582,4.70749641644793,3.08713512142034,0.95540005387592,3.5,5,0,0.0023972602739726,0.000428714880478465,0.000143317036045643,0.73,0.997918895564688,0.000191387899469683,0.00188971653584245,0,0,10911819
"112",112,0.752539502717289,710.097173655328,4.78728383190177,3.81735500709719,5.94380906737964,2.49507393683544,4.39847938728656,2.02295924103544,0.99630372455767,3.5,5,0,0.0023972602739726,0.000428714880478465,0.000143317036045643,0.75,0.997360962245068,0.00115630852931671,0.001482729225615,0,0,10911819
"113",113,0.637236859487886,276.489250897539,6.66159063192165,1.88042862629165,6.37045939255025,4.70417939978438,7.88001282149464,1.60761088139544,0.994049566230863,3.5,5,0,0.0023972602739726,0.000428714880478465,0.000143317036045643,0.75,0.99921445780763,3.24598218869996e-05,0.000753082370482572,0,0,10911819
"114",114,0.677654970737317,139.120716037119,4.53082633195981,3.5260175075267,3.28408160263771,1.92562710662442,6.82153927423952,3.10488785387391,0.98084593262969,3.5,5,0,0.0023972602739726,0.000428714880478465,0.000143317036045643,0.75,0.99779681201188,3.42768955905149e-05,0.00216891109252922,0,0,10911819
"115",115,0.437380298211282,151.165658824,4.74676405699895,3.94356291299572,4.73428651936113,2.33226852534295,6.91385281898905,1.30110691791797,0.984226835373501,3.5,5,0,0.0023972602739726,0.000428714880478465,0.000143317036045643,0.77,0.998235707506348,0.001153137517889,0.000611154975762463,0,0,10911819
"116",116,0.713347939288941,362.931096239265,5.2636062599982,3.03370392918481,5.377236297103,2.99334907476126,5.00659517495029,2.53294982025664,0.963441342975718,3.5,5,0,0.0023972602739726,0.000428714880478465,0.000143317036045643,0.77,0.998906871464692,3.34972942108971e-06,0.00108977880588707,0,0,10911819
"117",117,0.420576996805863,807.813333137352,4.97548559286406,3.67868244926925,5.50256289497507,3.03320031588581,7.68697908160031,1.53819592696603,0.998485876798362,3.5,5,0,0.0023972602739726,0.000428714880478465,0.000143317036045643,0.77,0.998147191531851,0.00109612235393291,0.000756686114215617,0,0,10911819
"118",118,0.721369577527076,914.54463596275,7.95256684868273,3.69737294666531,4.63082114745571,3.70535702389283,4.45385751000216,1.28043982603417,0.98836589049505,3.5,5,0,0.0023972602739726,0.000428714880478465,0.000143317036045643,0.79,0.999241344916618,8.28265259794739e-06,0.00075037243078404,0,0,10911819
"119",119,0.380034714571193,910.548502051089,5.34713975828952,3.53645618750392,3.51071481458721,3.92036849124365,4.31415066469943,2.38867007996346,0.981114358676391,3.5,5,0,0.0023972602739726,0.000428714880478465,0.000143317036045643,0.79,0.996147545122194,0.00146737820213726,0.00238507667566926,0,0,10911819
"120",120,0.243288535910122,333.915666545166,8.51579596742078,3.23446893522148,5.1114003917289,4.94050770537488,6.37000496930253,4.02691324878798,0.981213945211623,3.5,5,0,0.0023972602739726,0.000428714880478465,0.000143317036045643,0.79,0.997360918002482,0.000520242617991746,0.00211883937952675,0,0,10911819
"121",121,0.950744870686034,399.538199258614,6.14428364033896,3.48461559631051,4.67702942547047,2.98716654987659,4.94016819858497,3.73649024665213,0.966307913558321,3.5,5,0,0.0023972602739726,0.000428714880478465,0.000143317036045643,0.81,0.997716188922338,0.00033574149460932,0.00194806958305285,0,0,10911819
"122",122,0.586929781886137,296.586282419385,4.98626349133435,4.45327984389728,6.50476784080208,2.29417801757061,7.82202650925143,1.00376941027542,0.985423264085726,3.5,5,0,0.0023972602739726,0.000428714880478465,0.000143317036045643,0.81,0.996802807642603,0.00122222303127299,0.0019749693261245,0,0,10911819
"123",123,0.729170788202268,198.231080893626,5.08167344518816,4.59192605038934,6.18109683276672,3.85120520326081,6.4645331950869,2.04820735574532,0.981178946582376,3.5,5,0,0.0023972602739726,0.000428714880478465,0.000143317036045643,0.81,0.99915846402891,0.000241993595542752,0.000599542375547214,0,0,10911819
"124",124,0.880960938227863,330.118166689146,8.60757184588478,2.80385007668764,5.45981297945982,3.91383300078524,5.74300604928137,4.0166647936609,0.997962477542079,3.5,5,0,0.0023972602739726,0.000428714880478465,0.000143317036045643,0.83,0.997387120116368,0.00134237020553506,0.00127050967809663,0,0,10911819
"125",125,0.39364827646387,698.648896276906,4.86667256896152,1.60846609558824,6.03403005237387,4.27063414197053,3.49895154835681,3.22130156822046,0.980548299023877,3.5,5,0,0.0023972602739726,0.000428714880478465,0.000143317036045643,0.83,0.996750101586084,0.00173366240239407,0.00151623601152167,0,0,10911819
"126",126,0.518947152521752,824.231476893849,4.07511491998518,4.13593153642904,4.33930928883545,4.52685750909986,5.06952699296013,1.4709978012361,0.979241657529029,3.5,5,0,0.0023972602739726,0.000428714880478465,0.000143317036045643,0.83,0.997828101919518,0.000421570169848692,0.00175032791063312,0,0,10911819
"127",127,0.695966782603019,861.609339033497,3.93189828159962,2.3203688113103,5.11681150995508,1.4334229228218,6.93721912904924,2.91414625367259,0.99748303969994,3.5,5,0,0.0023972602739726,0.000428714880478465,0.000143317036045643,0.85,0.997637391165987,0.000535246685470808,0.00182736214854264,0,0,10911819
"128",128,0.331863307250141,153.946975927006,7.22674225244618,2.42453626311936,6.32730240644881,2.26898193425875,5.07093701953823,2.16177286600892,0.98780189213082,3.5,5,0,0.0023972602739726,0.000428714880478465,0.000143317036045643,0.85,0.999384660027774,0.000362990773417113,0.000252349198808564,0,0,10911819
"129",129,0.456416136106641,297.626669135557,7.02348423270731,3.45616905459408,6.31587449319236,2.26632799355539,6.94692864796943,3.52191958817545,0.962147535015871,3.5,5,0,0.0023972602739726,0.000428714880478465,0.000143317036045643,0.85,0.998055897816454,2.66975462589552e-05,0.00191740463728736,0,0,10911819
"130",130,0.283124265993359,856.816647249641,5.0620727150279,4.5900647413454,4.59423377846188,3.92538248581822,7.16047650023221,3.34069302892763,0.957979277006141,3.5,5,0,0.0023972602739726,0.000428714880478465,0.000143317036045643,0.87,0.997594437677052,0.00110868514847671,0.0012968771744712,0,0,10911819
"131",131,0.949921853771236,323.043349049909,6.48731172819905,3.31159097866553,4.2434073207915,2.09122344639139,5.39750733939159,1.21814312025791,0.979223535332695,3.5,5,0,0.0023972602739726,0.000428714880478465,0.000143317036045643,0.87,0.998496035190666,0.000695473095187969,0.000808491714146512,0,0,10911819
"132",132,0.778859424460937,896.364591386946,4.7731407531644,2.09710152177839,3.40387623592807,1.87239983514953,4.841243639969,1.12752881952511,0.956479096128973,3.5,5,0,0.0023972602739726,0.000428714880478465,0.000143317036045643,0.87,0.998387309179329,0.000738185585594921,0.000874505235076332,0,0,10911819
"133",133,0.961834227856221,437.282540682494,8.0014925395476,3.5591160638021,4.67972737798603,1.65925149587568,4.2792043934748,2.49920995121017,0.971071158425611,3.5,5,0,0.0023972602739726,0.000428714880478465,0.000143317036045643,0.89,0.996743187359782,0.00164381179649943,0.00161300084371855,0,0,10911819
"134",134,0.498078500416834,366.378886346264,6.80506656935872,2.2525090255495,4.34613540495296,2.91016143984116,5.07316058154645,3.57757360059494,0.959930744211394,3.5,5,0,0.0023972602739726,0.000428714880478465,0.000143317036045643,0.89,0.996761225404221,0.00104505351243234,0.00219372108334695,0,0,10911819
"135",135,0.89359972541136,224.134400444573,5.08270359571917,4.36870996896919,4.10786069829567,3.65106614336108,3.95582778398545,1.17562250959525,0.975307749772977,3.5,5,0,0.0023972602739726,0.000428714880478465,0.000143317036045643,0.89,0.997285240980015,0.000785426553192892,0.00192933246679233,0,0,10911819
"136",136,0.33777570285263,670.305655681855,5.88412800344351,4.4837264829495,3.36626256935548,3.13145499387483,6.97174366565487,1.26703795385936,0.997206031822032,3.5,5,0,0.0023972602739726,0.000428714880478465,0.000143317036045643,0.91,0.997353646269603,0.00164226736484818,0.00100408636554923,0,0,10911819
"137",137,0.200581463275875,298.894779606306,5.32262374450158,2.92366317411267,5.28878744043523,4.45159857934465,3.82329564283578,1.77653617965261,0.960577667158789,3.5,5,0,0.0023972602739726,0.000428714880478465,0.000143317036045643,0.91,0.997838665179027,0.00114578449516508,0.00101555032580796,0,0,10911819
"138",138,0.207859210609235,828.550626305493,6.57957666404845,2.01289188170745,3.20508552693336,2.58228141085502,6.06208961701918,3.12847677131374,0.964409740614236,3.5,5,0,0.0023972602739726,0.000428714880478465,0.000143317036045643,0.91,0.998758481902307,0.00116297593873116,7.85421589618915e-05,0,0,10911819
"139",139,0.212956003469153,908.169014689721,5.5920769290189,1.74468047973021,4.83650488519517,3.20714053106323,7.22222686176857,4.10858482381181,0.968983747426183,3.5,5,0,0.0023972602739726,0.000428714880478465,0.000143317036045643,0.93,0.996533150726488,0.00179524114226938,0.00167160813124292,0,0,10911819
"140",140,0.348181278120007,926.412895362223,6.84527735362039,4.01790860654744,6.10862839301763,2.41303398627251,6.77686801105861,2.4389642731521,0.993214302155962,3.5,5,0,0.0023972602739726,0.000428714880478465,0.000143317036045643,0.93,0.997934405210272,0.00122170673334881,0.000843888056379517,0,0,10911819
"141",141,0.844618141146992,418.551830305466,5.45118009806941,3.23597760731016,4.57066706977037,1.58767959076193,4.22145363740019,1.29514331626311,0.974497556373165,3.5,5,0,0.0023972602739726,0.000428714880478465,0.000143317036045643,0.93,0.998662602599561,0.00107440385126286,0.000262993549176073,0,0,10911819
"142",142,0.545508485997965,427.880495255643,6.05494543052182,3.89650912879631,5.71527615242882,3.54631802009818,4.11218596881751,2.04474527541847,0.99844991092631,3.5,5,0,0.0023972602739726,0.000428714880478465,0.000143317036045643,0.95,0.996737570336508,0.00085089919348188,0.00241153047001011,0,0,10911819
"143",143,0.183497283566219,922.188122400103,5.49525233678196,2.66400039851218,4.40333811462311,1.85890309399859,7.15958327573435,0.582493024049383,0.978275785499868,3.5,5,0,0.0023972602739726,0.000428714880478465,0.000143317036045643,0.95,0.99651264995823,0.0011148883757398,0.0023724616660307,0,0,10911819
"144",144,0.719002474105823,646.784145686826,3.98673983957888,3.64185827394199,6.1021202526583,1.89678002556096,3.56313846712626,3.03436212407906,0.97244745784893,3.5,5,0,0.0023972602739726,0.000428714880478465,0.000143317036045643,0.95,0.997841938700716,0.00176990489252796,0.000388156406755786,0,0,10911819
"145",145,0.954212017491999,404.761160886291,5.74220137517917,3.39360846636836,4.25276297980942,2.95973296941701,7.21945124742715,2.76715730345488,0.995234039390279,3.5,5,0,0.0023972602739726,0.000428714880478465,0.000143317036045643,0.97,0.998194972830585,0.000642513781739231,0.00116251338767595,0,0,10911819
"146",146,0.646860563255692,586.758339426688,5.39816926052332,3.29880101158141,5.33938820382297,2.45537384456629,5.85422207359861,1.46904555744201,0.961664802803384,3.5,5,0,0.0023972602739726,0.000428714880478465,0.000143317036045643,0.97,0.998493902803647,0.000755872085412349,0.000750225110940213,0,0,10911819
"147",147,0.965919616264522,175.592623538769,4.15989742022139,3.67306327598576,4.94589689374159,2.23985143161585,5.30064823717979,2.92180169072958,0.974109020780149,3.5,5,0,0.0023972602739726,0.000428714880478465,0.000143317036045643,0.97,0.99614754076957,0.00170523152982094,0.00214722770060934,0,0,10911819
"148",148,0.298637675247013,713.894124096234,6.66734130795729,3.26483560531995,5.44841247356898,3.98140202166417,6.44388964250572,0.942082797732243,0.972242394374658,3.5,5,0,0.0023972602739726,0.000428714880478465,0.000143317036045643,0.99,0.997654706482095,0.00143317218292791,0.000912121334977486,0,0,10911819
"149",149,0.890780202915967,801.623725013334,7.22252871608006,4.21883768625522,3.75153661154363,1.58942926113402,3.5268033888113,3.7782571199906,0.988612686858399,3.5,5,0,0.0023972602739726,0.000428714880478465,0.000143317036045643,0.99,0.99788521520705,9.43526031954471e-05,0.00202043218975442,0,0,10911819
"150",150,0.911370752464889,797.167957544315,5.17713154832752,1.82390455335186,4.58911560824445,4.60463618221908,6.59675705134608,0.835713773649854,0.98110129174764,3.5,5,0,0.0023972602739726,0.000428714880478465,0.000143317036045643,0.99,0.999630344061215,4.93940432722935e-05,0.000320261895512945,0,0,10911819
