parid,rho_epi,tau_epi,beta1_joint,beta2_joint,beta3_joint,beta4_joint,beta5_joint,beta6_joint,nu,gamma,sigma,theta0,alpha,mu,delta,sig_sq_epi,kappa,S_0,E_0,I_0,A_0,R_0,pop_0,rho_end,tau_end,sig_sq_end
72,0.7931034503448275,14.039309445302933,3.7664583238487332,7.606217328232741,4.795477921663626,3.077855457778331,1.7399411191110659,6.600788543340738,0.9646574375452474,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,0.8831000790317519,0,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819,0.7931034503448275,14.039309445302933,0.8831000790317519
73,0.8275862086206897,7.907438190886751,2.427528769069433,9.448421604520851,9.62834173118687,9.577163986438329,4.419535450264065,1.363632565762217,0.956023957754951,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,1.6877718276449438,0,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819,0.8275862086206897,7.907438190886751,1.6877718276449438
74,0.8275862086206897,2.616635936079547,2.675411827663399,3.9614987239692168,8.70273468097606,0.6616709902907679,9.884211083420023,0.7851324775157857,0.9788578422740102,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,4.096102361980929,0,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819,0.8275862086206897,2.616635936079547,4.096102361980929
75,0.8275862086206897,12.729575038189068,7.373627966998149,9.181058327749309,9.145123004067495,4.038397665731723,2.6480433515174413,8.318383207247185,0.9569915038067847,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,0.4940498862114227,0,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819,0.8275862086206897,12.729575038189068,0.4940498862114227
76,0.8620689668965517,13.845636126585305,9.744026961296317,2.4041605189587893,0.21083625829881378,7.364003288357554,6.271909668948782,6.787964119897121,0.9785137259750627,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,0.7597968177037097,0,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819,0.8620689668965517,13.845636126585305,0.7597968177037097
77,0.8620689668965517,6.035973849473521,3.838139270117157,8.030124281264388,3.218708842273928,7.108204472167887,5.920824967732651,1.877866884108733,0.966766699438449,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,3.3828270648115177,0,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819,0.8620689668965517,6.035973849473521,3.3828270648115177
78,0.8620689668965517,8.783931024838239,0.06416835921523328,6.171865701126906,5.124124123736791,8.388561585613552,5.611587893656643,3.7569674110695166,0.9507266513071954,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,3.1503151977874495,0,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819,0.8620689668965517,8.783931024838239,3.1503151977874495
79,0.8965517251724138,18.715194056974724,4.4458770990337895,1.7709650968979913,4.5703688525436466,7.231558438201676,5.12308372466234,0.29432182995801726,0.9593761002412066,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,0.2902917026182657,0,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819,0.8965517251724138,18.715194056974724,0.2902917026182657
80,0.8965517251724138,19.358722936362028,3.7775804155209354,9.269563336929707,2.0909161547657398,9.069139375444456,6.578683439053,7.976442959827629,0.9750478061032481,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,3.368401398510098,0,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819,0.8965517251724138,19.358722936362028,3.368401398510098
81,0.8965517251724138,15.380250561516732,3.18782099590772,5.377186076246548,3.72077330078392,7.730142076261084,5.3167052059461035,2.997087781086501,0.952195956883952,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,0.6223200281989757,0,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819,0.8965517251724138,15.380250561516732,0.6223200281989757
82,0.9310344834482758,10.39870371692814,2.216280997577841,0.8629238568070214,5.848534277589769,3.3248807124018067,0.6694488539377789,5.151569794882644,0.974363086197991,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,4.8050745390745435,0,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819,0.9310344834482758,10.39870371692814,4.8050745390745435
83,0.9310344834482758,6.095444793347269,6.426052712261444,8.120634022822413,3.365224044036496,1.7552801369552222,1.9172801551109884,6.350060049809431,0.9704510445357301,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,3.81100459397336,0,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819,0.9310344834482758,6.095444793347269,3.81100459397336
84,0.9310344834482758,15.405847870511934,6.64673842523252,8.10728392117026,4.197143377385174,6.423623089570562,6.510212044580572,5.411867083043463,0.9555373899871483,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,3.067394382474035,0,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819,0.9310344834482758,15.405847870511934,3.067394382474035
85,0.9655172417241379,16.117028187261894,0.10406396683544669,4.064299446192888,7.09016434178915,6.270144824311593,2.410300654186809,0.3352714339622691,0.959777728433255,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,3.1074707237132055,0,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819,0.9655172417241379,16.117028187261894,3.1074707237132055
86,0.9655172417241379,2.941226697061211,1.5739205068952808,8.957246679451284,1.1058712293906137,7.832006998576956,2.555504837817835,1.108091807416418,0.97765247131465,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,2.6348284857887,0,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819,0.9655172417241379,2.941226697061211,2.6348284857887
87,0.9655172417241379,18.616847574012354,5.902284929007282,2.943620130659708,0.8958008847921676,0.2172328914053893,1.0079443696565131,2.17690046256408,0.9542349299415945,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,0.06565589905683168,0,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819,0.9655172417241379,18.616847574012354,0.06565589905683168
88,1,19.316505247494206,8.232871936810895,4.935526783153223,5.9614290557183685,9.89103915636586,4.753660921066367,1.6691648153537109,0.9797772007063031,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,0.6990857675425841,0,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819,1,19.316505247494206,0.6990857675425841
89,1,14.967120356159285,3.967875429101004,0.40527237209512484,2.1221916338856084,8.451977975355664,1.9204171755048807,7.397724276203119,0.9964019326027482,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,0.5346608031158562,0,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819,1,14.967120356159285,0.5346608031158562
90,1,17.981969887390733,1.3731505288056107,6.007093682818799,8.433467021834296,6.19865356284023,6.076673358139828,0.832511234082609,0.9956182278925553,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,3.2203776625750318,0,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819,1,17.981969887390733,3.2203776625750318
91,0.8201239005954982,1,0.6974080260832405,8.709682398604738,9.019922693358021,7.711282265601446,5.3832092513290455,5.909372333380606,0.9604902650462463,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,0.10236877813167711,0,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819,0.8201239005954982,1,0.10236877813167711
92,0.20110235719764435,1,9.683655218718544,9.775177789874505,0.5541423717646312,9.648796301370217,1.0758998742869292,2.7195989045144313,0.9532028420362622,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,2.1497724606768056,0,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819,0.20110235719764435,1,2.1497724606768056
93,0.09845544507751337,1,5.958964769201263,4.719728776781787,5.314812390602257,2.2462276935880583,9.028723887264999,8.405914053014632,0.9694767465698533,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,2.619466634244859,0,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819,0.09845544507751337,1,2.619466634244859
94,0.2652221144080325,1.6551724137931034,8.981298566897756,3.199814263014276,9.440809569843154,8.370898007578145,4.394069158567053,1.9113298373934946,0.9984083932242356,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,2.0482645515668025,0,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819,0.2652221144080325,1.6551724137931034,2.0482645515668025
95,0.5488617251106169,1.6551724137931034,5.292539243125785,1.467602456376105,0.4606102300102675,4.089452583002523,4.271440490256157,3.394181025875075,0.9541913531720638,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,3.6675142452923106,0,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819,0.5488617251106169,1.6551724137931034,3.6675142452923106
96,0.8003366879596082,1.6551724137931034,8.998568654160508,6.247876952777506,6.11737182402694,3.3399254229991886,4.877190874470451,0.436129745586694,0.9930602090898901,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,0.12818815400471317,0,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819,0.8003366879596082,1.6551724137931034,0.12818815400471317
97,0.19696358998542451,2.310344827586207,4.520729724865716,3.9396176446701667,7.529463048805736,7.766011308636398,0.8531150580217496,0.9562171888268262,0.970789818034973,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,4.1820028996334075,0,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819,0.19696358998542451,2.310344827586207,4.1820028996334075
98,0.558857910788364,2.310344827586207,4.625085963008113,1.376144709927942,8.449765709383836,6.162451403599283,9.701701626211433,0.7325445450796609,0.9607111973688006,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,3.2187052447186133,0,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819,0.558857910788364,2.310344827586207,3.2187052447186133
99,0.1783264938952887,2.310344827586207,6.30739931985409,8.3498856263954,0.22967425272714415,9.685396926974674,9.711103118053655,1.3107195342266973,0.966866037948057,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,3.988539633776256,0,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819,0.1783264938952887,2.310344827586207,3.988539633776256
100,0.7127466051227971,2.9655172413793105,2.4655301154675033,1.1388611895511462,1.4165250034273078,6.787694851257762,5.848362758239525,9.293813111796814,0.980875663459301,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,0.4196605619356226,0,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819,0.7127466051227971,2.9655172413793105,0.4196605619356226
101,0.5557294285579761,2.9655172413793105,9.64859620671508,1.5586323602184513,4.315254961243267,1.5934265716026061,2.2625030189108175,1.0811505289353935,0.9737244415679015,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,4.069847435643663,0,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819,0.5557294285579761,2.9655172413793105,4.069847435643663
102,0.8120095641524828,2.9655172413793105,0.4817212964613153,9.295077568456243,5.011530635445968,2.9189899175058285,1.9126321872401746,9.569236217109722,0.9946294782334008,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,4.149717469869738,0,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819,0.8120095641524828,2.9655172413793105,4.149717469869738
103,0.8742453827059641,3.6206896551724137,5.9549346104584036,2.140807598683866,2.9084022001004355,3.267309966704731,5.4131505060871214,6.004615726814606,0.9667450751643628,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,2.6655485008389874,0,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819,0.8742453827059641,3.6206896551724137,2.6655485008389874
104,0.4819121983022666,3.6206896551724137,9.0770063852883,8.552248350023712,5.53378921512473,6.636840533801463,3.5970505077275554,7.607692748081751,0.9693400910007767,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,0.6147093916700538,0,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819,0.4819121983022666,3.6206896551724137,0.6147093916700538
105,0.40218158244996,3.6206896551724137,7.476002117871318,0.7638766160157706,6.310407505739636,6.213758848986164,8.027603435527332,3.3317082661353075,0.9762193392845802,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,2.6200495734914115,0,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819,0.40218158244996,3.6206896551724137,2.6200495734914115
106,0.9410494774421457,4.275862068965517,2.50749770626845,0.35158261054753415,8.395568158172326,8.926458337917245,1.3226626845372116,9.299689068063344,0.9977161131682806,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,1.411941953255357,0,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819,0.9410494774421457,4.275862068965517,1.411941953255357
107,0.07794136963833985,4.275862068965517,6.060893680362923,5.460085059038801,6.739293076424036,6.021274663905811,6.562190926977556,7.140194704110798,0.979893340554554,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,1.7403948255348904,0,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819,0.07794136963833985,4.275862068965517,1.7403948255348904
108,0.049339454581625745,4.275862068965517,4.935155769850904,9.972141461915328,5.0539607466487935,3.579512909696805,6.9750197490908254,7.797158863615737,0.9946607310324908,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,3.5878724072158823,0,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819,0.049339454581625745,4.275862068965517,3.5878724072158823
109,0.4587550000861045,4.931034482758621,6.584983754778919,9.859260905082442,6.621732877439576,8.934719867645189,8.354429544579881,7.307287582931227,0.988224038714543,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,2.750359586657124,0,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819,0.4587550000861045,4.931034482758621,2.750359586657124
110,0.15899766146223426,4.931034482758621,5.925020492111843,6.117638210222931,6.170140481936958,2.1194612405692848,5.599330408007389,4.987761250732639,0.9513749929144978,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,0.6100093942999312,0,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819,0.15899766146223426,4.931034482758621,0.6100093942999312
111,0.1875495682224819,4.931034482758621,2.9561430665257653,0.7864811187510323,5.604575337350327,5.087565156191093,9.277223693279185,0.22274742699211883,0.9904211680637672,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,3.420344227076721,0,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819,0.1875495682224819,4.931034482758621,3.420344227076721
112,0.014202836048711608,5.586206896551724,9.553696613337772,5.8960742460942415,9.068914260808354,3.708334083832393,3.555349256556471,6.464630095641694,0.9812546659610234,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,2.1144954353754013,0,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819,0.014202836048711608,5.586206896551724,2.1144954353754013
113,0.7612729832188336,5.586206896551724,3.7871056009708948,9.571701192805532,0.43027401531817533,7.786152460833741,9.787461778635924,1.4442359757783527,0.9552543398109264,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,4.505109769623984,0,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819,0.7612729832188336,5.586206896551724,4.505109769623984
114,0.8844585015816776,5.586206896551724,8.227448002612523,1.7921194745053672,1.3371956194100545,8.644180658874642,4.781236502398142,2.209364409406216,0.9924813623423688,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,4.40715113783005,0,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819,0.8844585015816776,5.586206896551724,4.40715113783005
115,0.31025409293928213,6.241379310344827,8.446982815085681,2.3398165086493883,4.728216738967275,9.735276198506751,0.9340283539830253,7.457930557683998,0.9740450798184611,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,4.631195687762648,0,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819,0.31025409293928213,6.241379310344827,4.631195687762648
116,0.6869455011201996,6.241379310344827,9.199695331124525,7.71886701951263,2.7154707077724582,5.238727548170125,5.134044862838907,5.389687628946294,0.9701941536623053,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,0.35260366019608524,0,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819,0.6869455011201996,6.241379310344827,0.35260366019608524
117,0.0258790955036354,6.241379310344827,4.046901199630656,9.967958803757504,3.235771167768448,3.1586102309958903,7.015605697241097,8.935279222311753,0.9697036849916912,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,0.9626900459332445,0,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819,0.0258790955036354,6.241379310344827,0.9626900459332445
118,0.9859583255842062,6.896551724137931,8.563198312329385,7.071575704323535,7.959882137569651,2.8764700011954485,7.691010274223914,4.968837649133259,0.9655496875173412,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,0.5564330073113075,0,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819,0.9859583255842062,6.896551724137931,0.5564330073113075
119,0.5596763829029527,6.896551724137931,0.8492689705291318,3.7644046248584444,0.9458913802841469,6.681435641698845,3.7290499225941844,0.32501695774387884,0.9817224809317849,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,2.5966199957915785,0,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819,0.5596763829029527,6.896551724137931,2.5966199957915785
120,0.8873980205590414,6.896551724137931,3.5759542423205235,6.746465009962531,6.410808263239811,6.397050840674773,5.98436069947777,4.020518158229107,0.9721592023386619,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,0.8468503955676053,0,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819,0.8873980205590414,6.896551724137931,0.8468503955676053
121,0.1003068288884889,7.551724137931034,4.498475785917344,5.235925305645483,3.797289888063456,4.175290526473358,6.304431376416989,7.68839423567821,0.9935358896036632,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,1.1978596677691709,0,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819,0.1003068288884889,7.551724137931034,1.1978596677691709
122,0.8390299307446955,7.551724137931034,9.71322546715922,2.0493373562150596,1.9377196634799996,1.6044444738900903,5.388825135766641,5.143444736508158,0.9556169194052927,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,3.496414257979852,0,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819,0.8390299307446955,7.551724137931034,3.496414257979852
123,0.2078633268880684,7.551724137931034,9.708193445141736,2.440695968281174,0.17991802753361247,1.4635154054654744,8.6860743492293,3.096083906238249,0.9573916811845264,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,3.5823967170942836,0,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819,0.2078633268880684,7.551724137931034,3.5823967170942836
124,0.4530232049274432,8.206896551724139,3.988658425533644,6.532031745065349,3.978873913312809,6.32304680337646,2.077961148089378,8.842892199870425,0.9876946572447196,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,3.6256104011974744,0,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819,0.4530232049274432,8.206896551724139,3.6256104011974744
125,0.8790461018669723,8.206896551724139,3.929322998180831,8.822032779107321,2.676201568251836,0.21807415741526176,6.29791434192798,8.757729174227816,0.9930935383192263,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,2.9919185598206077,0,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819,0.8790461018669723,8.206896551724139,2.9919185598206077
126,0.8631588641734054,8.206896551724139,9.322864026830258,3.716567943966648,8.14932160097986,5.992597588738698,1.1919440873393397,0.9801275036004385,0.9943664691061713,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,2.7417766784643285,0,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819,0.8631588641734054,8.206896551724139,2.7417766784643285
127,0.34380146050441845,8.862068965517242,3.210715344854625,5.09379739456512,7.197626701370722,9.527436529799123,9.636428672856686,9.516302889726997,0.9752933501149528,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,3.045445387642586,0,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819,0.34380146050441845,8.862068965517242,3.045445387642586
128,0.8603964706407687,8.862068965517242,4.762736270727913,5.215795909067337,0.7141490802141471,6.167379466734384,4.948329465037602,1.068777896891332,0.9646673714043572,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,0.07670258037491708,0,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819,0.8603964706407687,8.862068965517242,0.07670258037491708
129,0.19397682338450853,8.862068965517242,6.447890957706985,4.219021506719969,4.131155307991581,3.322821548876312,5.026948273213559,9.046106538830719,0.964432295190636,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,3.8360037901438457,0,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819,0.19397682338450853,8.862068965517242,3.8360037901438457
130,0.8795756819127558,9.517241379310345,5.050647678348639,1.1133974450213757,1.2234196215331352,9.531033134600477,1.5144695117241955,9.640737872141019,0.9979003750253469,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,2.691030427111171,0,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819,0.8795756819127558,9.517241379310345,2.691030427111171
131,0.5986965450541704,9.517241379310345,4.483267202128055,0.5484941285241839,6.779415139784858,8.837040690821476,8.186646278663266,7.133450156830059,0.9715015686699189,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,3.2913808341761337,0,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819,0.5986965450541704,9.517241379310345,3.2913808341761337
132,0.6990531149612671,9.517241379310345,4.185771125484536,0.04999903595854828,9.909284699251634,7.919216677754579,7.571927421037771,6.060940323325762,0.9610387263004667,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,3.7481454319961682,0,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819,0.6990531149612671,9.517241379310345,3.7481454319961682
133,0.9326268448246771,10.172413793103448,1.484038751492644,5.318416825498157,8.539354759414527,4.157344108100376,8.890799216571356,9.957489839293588,0.9813510421663523,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,2.17794344584088,0,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819,0.9326268448246771,10.172413793103448,2.17794344584088
134,0.2906999342293027,10.172413793103448,4.174356416916031,4.740024933651822,4.50938214835669,7.514556136696481,9.766944807511777,8.296382783616822,0.9699152847169898,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,3.0808405372427186,0,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819,0.2906999342293027,10.172413793103448,3.0808405372427186
135,0.5833743419251256,10.172413793103448,3.1751070085287254,1.606853679661832,2.892857900134403,1.5250120367016597,0.5226388303727134,2.3509312242468003,0.9997926387004554,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,0.9747411050968037,0,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819,0.5833743419251256,10.172413793103448,0.9747411050968037
136,0.11154082491040028,10.827586206896552,5.3897718135221115,0.1603958649155865,7.165108644687006,9.541315322322074,4.726307651089745,7.907688250043113,0.961031646898482,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,1.800251845910345,0,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819,0.11154082491040028,10.827586206896552,1.800251845910345
137,0.8404641027683426,10.827586206896552,3.2743461832610534,6.9465084702967355,7.998873321539601,0.5827250760152677,0.23569671767617956,9.143566195938698,0.9796837973990478,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,1.369196719750491,0,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819,0.8404641027683426,10.827586206896552,1.369196719750491
138,0.8591394585207837,10.827586206896552,3.019166847923362,1.2360040689269332,0.9740685983273685,1.4749354342141858,2.9154309451214035,2.3163013680139843,0.9523998467484489,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,3.3889449228029433,0,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819,0.8591394585207837,10.827586206896552,3.3889449228029433
139,0.9321844843012873,11.482758620689655,7.132818717796226,9.628183899950164,9.105561440900004,6.5542620749864575,3.533418372454442,4.2176050861560554,0.9653236133279278,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,0.9257469066650971,0,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819,0.9321844843012873,11.482758620689655,0.9257469066650971
140,0.38028585156810474,11.482758620689655,5.9998975232518355,5.513413653691992,8.034003919652754,6.474557554236187,5.639837941125193,2.016124975268973,0.9774818112608045,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,4.313015939106726,0,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819,0.38028585156810474,11.482758620689655,4.313015939106726
141,0.4188069361173669,11.482758620689655,0.4160161814923142,5.29126308905482,6.6333210378526655,3.9646864106394695,9.268032179752918,6.571920400362543,0.9855289224535226,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,4.57525638057032,0,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819,0.4188069361173669,11.482758620689655,4.57525638057032
142,0.5420634331340497,12.137931034482758,9.391896799267544,9.48398831072767,1.1866302890203226,7.363724329306807,4.4971145112913735,0.5188501938414114,0.9783184208092279,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,2.390970273930845,0,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819,0.5420634331340497,12.137931034482758,2.390970273930845
143,0.5954551464819977,12.137931034482758,2.875569884912092,5.135511626044587,0.3590921019531643,7.367056131160548,2.321135239512205,9.636745068746622,0.957795525493566,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,3.6922648062751016,0,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819,0.5954551464819977,12.137931034482758,3.6922648062751016
