parid,rho,tau,beta1,beta2,beta3,beta4,beta5,beta6,nu,gamma,sigma,theta0,alpha,mu,delta,sig_sq,S_0,E_0,I_0,A_0,R_0,pop_0
85,0.8421052647368421,16.117028187261894,0.10406396683544669,4.064299446192888,7.09016434178915,6.270144824311593,2.410300654186809,0.3352714339622691,0.959777728433255,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,3.1074707237132055,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819
86,0.8947368431578947,2.941226697061211,1.5739205068952808,8.957246679451284,1.1058712293906137,7.832006998576956,2.555504837817835,1.108091807416418,0.97765247131465,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,2.6348284857887,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819
87,0.8947368431578947,18.616847574012354,5.902284929007282,2.943620130659708,0.8958008847921676,0.2172328914053893,1.0079443696565131,2.17690046256408,0.9542349299415945,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,0.06565589905683168,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819
88,0.8947368431578947,19.316505247494206,8.232871936810895,4.935526783153223,5.9614290557183685,9.89103915636586,4.753660921066367,1.6691648153537109,0.9797772007063031,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,0.6990857675425841,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819
89,0.8947368431578947,14.967120356159285,3.967875429101004,0.40527237209512484,2.1221916338856084,8.451977975355664,1.9204171755048807,7.397724276203119,0.9964019326027482,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,0.5346608031158562,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819
90,0.8947368431578947,17.981969887390733,1.3731505288056107,6.007093682818799,8.433467021834296,6.19865356284023,6.076673358139828,0.832511234082609,0.9956182278925553,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,3.2203776625750318,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819
91,0.9473684215789474,16.582354077138007,0.6974080260832405,8.709682398604738,9.019922693358021,7.711282265601446,5.3832092513290455,5.909372333380606,0.9604902650462463,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,0.10236877813167711,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819
92,0.9473684215789474,4.82094463496469,9.683655218718544,9.775177789874505,0.5541423717646312,9.648796301370217,1.0758998742869292,2.7195989045144313,0.9532028420362622,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,2.1497724606768056,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819
93,0.9473684215789474,2.870653285179287,5.958964769201263,4.719728776781787,5.314812390602257,2.2462276935880583,9.028723887264999,8.405914053014632,0.9694767465698533,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,2.619466634244859,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819
94,0.9473684215789474,6.039220034144819,8.981298566897756,3.199814263014276,9.440809569843154,8.370898007578145,4.394069158567053,1.9113298373934946,0.9984083932242356,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,2.0482645515668025,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819
95,0.9473684215789474,11.428372691385448,5.292539243125785,1.467602456376105,0.4606102300102675,4.089452583002523,4.271440490256157,3.394181025875075,0.9541913531720638,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,3.6675142452923106,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819
96,1,16.206397033296525,8.998568654160508,6.247876952777506,6.11737182402694,3.3399254229991886,4.877190874470451,0.436129745586694,0.9930602090898901,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,0.12818815400471317,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819
97,1,4.742308057146147,4.520729724865716,3.9396176446701667,7.529463048805736,7.766011308636398,0.8531150580217496,0.9562171888268262,0.970789818034973,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,4.1820028996334075,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819
98,1,11.618300221161917,4.625085963008113,1.376144709927942,8.449765709383836,6.162451403599283,9.701701626211433,0.7325445450796609,0.9607111973688006,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,3.2187052447186133,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819
99,1,4.388203227892518,6.30739931985409,8.3498856263954,0.22967425272714415,9.685396926974674,9.711103118053655,1.3107195342266973,0.966866037948057,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,3.988539633776256,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819
100,1,14.542185442754999,2.4655301154675033,1.1388611895511462,1.4165250034273078,6.787694851257762,5.848362758239525,9.293813111796814,0.980875663459301,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,0.4196605619356226,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819
101,0.5557294285579761,1,9.64859620671508,1.5586323602184513,4.315254961243267,1.5934265716026061,2.2625030189108175,1.0811505289353935,0.9737244415679015,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,4.069847435643663,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819
102,0.8120095641524828,1,0.4817212964613153,9.295077568456243,5.011530635445968,2.9189899175058285,1.9126321872401746,9.569236217109722,0.9946294782334008,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,4.149717469869738,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819
103,0.8742453827059641,1,5.9549346104584036,2.140807598683866,2.9084022001004355,3.267309966704731,5.4131505060871214,6.004615726814606,0.9667450751643628,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,2.6655485008389874,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819
104,0.4819121983022666,1,9.0770063852883,8.552248350023712,5.53378921512473,6.636840533801463,3.5970505077275554,7.607692748081751,0.9693400910007767,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,0.6147093916700538,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819
105,0.40218158244996,1,7.476002117871318,0.7638766160157706,6.310407505739636,6.213758848986164,8.027603435527332,3.3317082661353075,0.9762193392845802,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,2.6200495734914115,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819
106,0.9410494774421457,2,2.50749770626845,0.35158261054753415,8.395568158172326,8.926458337917245,1.3226626845372116,9.299689068063344,0.9977161131682806,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,1.411941953255357,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819
107,0.07794136963833985,2,6.060893680362923,5.460085059038801,6.739293076424036,6.021274663905811,6.562190926977556,7.140194704110798,0.979893340554554,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,1.7403948255348904,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819
108,0.049339454581625745,2,4.935155769850904,9.972141461915328,5.0539607466487935,3.579512909696805,6.9750197490908254,7.797158863615737,0.9946607310324908,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,3.5878724072158823,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819
109,0.4587550000861045,2,6.584983754778919,9.859260905082442,6.621732877439576,8.934719867645189,8.354429544579881,7.307287582931227,0.988224038714543,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,2.750359586657124,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819
110,0.15899766146223426,2,5.925020492111843,6.117638210222931,6.170140481936958,2.1194612405692848,5.599330408007389,4.987761250732639,0.9513749929144978,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,0.6100093942999312,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819
111,0.1875495682224819,3,2.9561430665257653,0.7864811187510323,5.604575337350327,5.087565156191093,9.277223693279185,0.22274742699211883,0.9904211680637672,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,3.420344227076721,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819
112,0.014202836048711608,3,9.553696613337772,5.8960742460942415,9.068914260808354,3.708334083832393,3.555349256556471,6.464630095641694,0.9812546659610234,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,2.1144954353754013,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819
113,0.7612729832188336,3,3.7871056009708948,9.571701192805532,0.43027401531817533,7.786152460833741,9.787461778635924,1.4442359757783527,0.9552543398109264,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,4.505109769623984,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819
114,0.8844585015816776,3,8.227448002612523,1.7921194745053672,1.3371956194100545,8.644180658874642,4.781236502398142,2.209364409406216,0.9924813623423688,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,4.40715113783005,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819
115,0.31025409293928213,3,8.446982815085681,2.3398165086493883,4.728216738967275,9.735276198506751,0.9340283539830253,7.457930557683998,0.9740450798184611,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,4.631195687762648,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819
116,0.6869455011201996,4,9.199695331124525,7.71886701951263,2.7154707077724582,5.238727548170125,5.134044862838907,5.389687628946294,0.9701941536623053,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,0.35260366019608524,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819
117,0.0258790955036354,4,4.046901199630656,9.967958803757504,3.235771167768448,3.1586102309958903,7.015605697241097,8.935279222311753,0.9697036849916912,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,0.9626900459332445,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819
118,0.9859583255842062,4,8.563198312329385,7.071575704323535,7.959882137569651,2.8764700011954485,7.691010274223914,4.968837649133259,0.9655496875173412,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,0.5564330073113075,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819
119,0.5596763829029527,4,0.8492689705291318,3.7644046248584444,0.9458913802841469,6.681435641698845,3.7290499225941844,0.32501695774387884,0.9817224809317849,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,2.5966199957915785,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819
120,0.8873980205590414,4,3.5759542423205235,6.746465009962531,6.410808263239811,6.397050840674773,5.98436069947777,4.020518158229107,0.9721592023386619,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,0.8468503955676053,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819
121,0.1003068288884889,5,4.498475785917344,5.235925305645483,3.797289888063456,4.175290526473358,6.304431376416989,7.68839423567821,0.9935358896036632,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,1.1978596677691709,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819
122,0.8390299307446955,5,9.71322546715922,2.0493373562150596,1.9377196634799996,1.6044444738900903,5.388825135766641,5.143444736508158,0.9556169194052927,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,3.496414257979852,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819
123,0.2078633268880684,5,9.708193445141736,2.440695968281174,0.17991802753361247,1.4635154054654744,8.6860743492293,3.096083906238249,0.9573916811845264,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,3.5823967170942836,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819
124,0.4530232049274432,5,3.988658425533644,6.532031745065349,3.978873913312809,6.32304680337646,2.077961148089378,8.842892199870425,0.9876946572447196,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,3.6256104011974744,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819
125,0.8790461018669723,5,3.929322998180831,8.822032779107321,2.676201568251836,0.21807415741526176,6.29791434192798,8.757729174227816,0.9930935383192263,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,2.9919185598206077,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819
126,0.8631588641734054,6,9.322864026830258,3.716567943966648,8.14932160097986,5.992597588738698,1.1919440873393397,0.9801275036004385,0.9943664691061713,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,2.7417766784643285,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819
127,0.34380146050441845,6,3.210715344854625,5.09379739456512,7.197626701370722,9.527436529799123,9.636428672856686,9.516302889726997,0.9752933501149528,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,3.045445387642586,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819
128,0.8603964706407687,6,4.762736270727913,5.215795909067337,0.7141490802141471,6.167379466734384,4.948329465037602,1.068777896891332,0.9646673714043572,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,0.07670258037491708,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819
129,0.19397682338450853,6,6.447890957706985,4.219021506719969,4.131155307991581,3.322821548876312,5.026948273213559,9.046106538830719,0.964432295190636,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,3.8360037901438457,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819
130,0.8795756819127558,6,5.050647678348639,1.1133974450213757,1.2234196215331352,9.531033134600477,1.5144695117241955,9.640737872141019,0.9979003750253469,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,2.691030427111171,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819
131,0.5986965450541704,7,4.483267202128055,0.5484941285241839,6.779415139784858,8.837040690821476,8.186646278663266,7.133450156830059,0.9715015686699189,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,3.2913808341761337,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819
132,0.6990531149612671,7,4.185771125484536,0.04999903595854828,9.909284699251634,7.919216677754579,7.571927421037771,6.060940323325762,0.9610387263004667,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,3.7481454319961682,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819
133,0.9326268448246771,7,1.484038751492644,5.318416825498157,8.539354759414527,4.157344108100376,8.890799216571356,9.957489839293588,0.9813510421663523,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,2.17794344584088,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819
134,0.2906999342293027,7,4.174356416916031,4.740024933651822,4.50938214835669,7.514556136696481,9.766944807511777,8.296382783616822,0.9699152847169898,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,3.0808405372427186,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819
135,0.5833743419251256,7,3.1751070085287254,1.606853679661832,2.892857900134403,1.5250120367016597,0.5226388303727134,2.3509312242468003,0.9997926387004554,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,0.9747411050968037,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819
136,0.11154082491040028,8,5.3897718135221115,0.1603958649155865,7.165108644687006,9.541315322322074,4.726307651089745,7.907688250043113,0.961031646898482,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,1.800251845910345,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819
137,0.8404641027683426,8,3.2743461832610534,6.9465084702967355,7.998873321539601,0.5827250760152677,0.23569671767617956,9.143566195938698,0.9796837973990478,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,1.369196719750491,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819
138,0.8591394585207837,8,3.019166847923362,1.2360040689269332,0.9740685983273685,1.4749354342141858,2.9154309451214035,2.3163013680139843,0.9523998467484489,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,3.3889449228029433,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819
139,0.9321844843012873,8,7.132818717796226,9.628183899950164,9.105561440900004,6.5542620749864575,3.533418372454442,4.2176050861560554,0.9653236133279278,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,0.9257469066650971,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819
140,0.38028585156810474,8,5.9998975232518355,5.513413653691992,8.034003919652754,6.474557554236187,5.639837941125193,2.016124975268973,0.9774818112608045,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,4.313015939106726,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819
141,0.4188069361173669,9,0.4160161814923142,5.29126308905482,6.6333210378526655,3.9646864106394695,9.268032179752918,6.571920400362543,0.9855289224535226,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,4.57525638057032,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819
142,0.5420634331340497,9,9.391896799267544,9.48398831072767,1.1866302890203226,7.363724329306807,4.4971145112913735,0.5188501938414114,0.9783184208092279,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,2.390970273930845,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819
143,0.5954551464819977,9,2.875569884912092,5.135511626044587,0.3590921019531643,7.367056131160548,2.321135239512205,9.636745068746622,0.957795525493566,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,3.6922648062751016,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819
144,0.359263781113413,9,3.056892157295263,6.484315609910985,2.7672778682565387,1.4427675711166354,6.406312797112268,8.239288195212422,0.9640738270943984,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,2.9579468634338375,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819
145,0.19088995613879806,9,6.00412441923195,6.279118697065419,4.748138792872349,5.13672048740293,7.203163656220127,1.9790316497546108,0.973294993781019,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,2.645512582273802,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819
146,0.19774514377503283,10,0.7872628522936349,8.326796237546633,3.3801800089057514,6.639819010496882,9.363805064995132,0.8998637096743283,0.9589850168791599,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,3.5607537944420016,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819
147,0.45559485684661727,10,4.200079891013691,6.812503596620871,8.589792587004062,3.5994126374714615,0.5215377626174522,2.0643675148972145,0.961986115842592,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,0.9250862404006357,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819
148,0.0735856089250174,10,9.293114952813742,9.012061164347529,8.673214789146988,5.873738995700194,0.9148272997471625,0.6126838163546802,0.9993756684823893,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,1.8559733714677158,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819
149,0.9809032261418644,10,3.5488238238661456,8.054883931957981,5.435407674396521,7.097257883578241,9.444335911012873,0.15500573074174878,0.9709149514208547,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,4.264257121978328,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819
150,0.10779994058415784,10,4.656329840024721,3.222892455037391,8.074166907655806,8.747185522350035,8.229385523768252,1.9484731446621253,0.9857508115237579,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,1.457594607035374,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819
151,0.8044827967876103,11,8.700988642069959,3.3366195887471317,1.4338882508871884,1.970934088679137,5.888310340644316,4.770119500403808,0.9963369695818983,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,4.700601756399772,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819
152,0.09075381724439248,11,8.728931518398673,9.28126850172614,4.133381185242835,2.6551630844256335,4.195971503502879,6.036423712899523,0.9965193864773028,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,4.710983828466447,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819
153,0.03437659178702394,11,0.1949865241095473,6.977346940268348,1.099362472030985,6.146264875227391,5.412256599397031,5.115108003862678,0.9712637777905911,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,1.2885149913346725,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819
154,0.5907160848329334,11,9.91972835269628,0.5590331284457036,6.074961256628342,1.85056142590478,9.245265859720334,8.759800670792503,0.9664959871210158,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,4.565824717370084,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819
155,0.04177776518169139,11,9.882585760217726,6.970323722646859,3.8385707146130303,3.4249207709971756,9.83324703529282,2.076439250587286,0.9998020909726619,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,0.4970353117371018,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819
156,0.5672954012603781,12,4.758530869672819,9.69773516993267,1.0254386402327904,0.8637081584716233,5.251707085883099,0.39244434193857336,0.9845360940205865,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,4.710016715165482,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819
157,0.21692629895004434,12,0.5689051896451564,7.085472857871042,4.561741080213272,9.892156014695372,6.399235916684036,4.4468689366208975,0.9989922538632527,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,1.840125034263896,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819
158,0.7504976749690351,12,6.98532619543718,5.37398313684083,6.386912379309491,0.9221024587515106,3.391993421325022,4.819362168718378,0.9589811538229696,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,1.7678323592470053,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819
159,0.21410850243498178,12,3.116024598236346,8.467504806038505,4.295292732410634,5.195884984467027,9.968495117503576,0.4408994326613849,0.9935846884502098,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,1.155213466450257,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819
160,0.7005367942298406,12,6.926178271258296,8.72035028192904,4.0877925331097265,2.933925307131106,5.934297636092222,8.563780270194833,0.9645070835482329,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,4.656902008060068,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819
161,0.021357002675625753,13,6.188162046400172,1.1086936443622195,5.563331556484461,2.5945316239215024,1.4888058844151744,0.7173069296374186,0.9948966731783002,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,4.689287140561943,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819
162,0.042252678921198154,13,0.9304896495061286,7.1254618189378185,1.1830242615628201,4.446701948154979,4.928515665740283,5.630582974263619,0.9588492163340561,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,4.295356890793258,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819
163,0.4394676094117302,13,3.9051004505291904,3.7375790422525466,7.055977387648181,8.11264188513407,4.556898978151799,6.814367843644744,0.9968421070370823,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,1.9383747730473793,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819
164,0.06713319198841339,13,5.96339718479051,0.031187533000850202,2.001962599678694,5.2899515749940065,3.7218060699981788,5.0305784847900155,0.987737120280508,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,3.775634679722535,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819
165,0.5716025064232602,13,1.7068735960782204,7.7954329948282925,3.938184653549346,8.9901444968846,6.45167750807572,2.2074966000734957,0.9814591835718601,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,4.164739113933752,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819
166,0.416026295414539,14,8.974425643785038,1.564926843536747,5.925679847539847,7.442883427976229,9.464634615050148,0.9403733755208272,0.9646425474085845,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,3.890079576744096,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819
167,0.9046001809410265,14,5.6104745208018665,5.82126263338019,1.39262963405271,4.733687951756144,5.17676533946571,3.019892101408433,0.9827682544942945,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,2.0385331934187283,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819
168,0.6061573419522991,14,5.5619209846263145,5.356576927470587,4.726351502413166,1.1384924184079257,1.6539168482610527,6.382045694988663,0.9956137736560777,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,1.132935279356731,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819
169,0.2776590450723441,14,2.019880356599445,3.933901782754196,6.900709867787346,1.9254761150730733,5.967338574522178,6.15994430185512,0.9527434465941041,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,3.3201003066364265,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819
170,0.6135170340070774,14,9.931639477151762,8.951509937283193,9.007960246043764,0.4414801635093412,4.951635536776915,2.893108877598398,0.9742480314685963,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,4.00827369672523,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819
171,0.35557149273296673,15,0.985721108473745,1.3776211216354939,3.694368354675418,6.807090605462749,3.2266413380645997,5.340321485884794,0.994616647879593,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,3.868052867700424,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819
